id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11243563,"Cozy Home, Parks, Grocery, West End",14761047,John,,District 24,36.12262,-86.84441,Entire home/apt,99,30,38,2019-10-11,0.83,3,364
11253499,Brand New 12th South Getaway!,9760068,Jeffrey,,District 17,36.13698,-86.78344,Entire home/apt,925,2,49,2018-01-03,1.09,1,310
11280184,Emma's Place,58915145,James,,District 1,36.21831,-86.85883,Entire home/apt,225,2,85,2019-11-17,1.92,1,79
11304096,"Country and nature - majestic views, convenience",55618658,Gary & Christina,,District 3,36.34597,-86.75948,Entire home/apt,106,1,67,2019-10-27,1.52,1,347
11305104,Group Retreat at a Brand New Home near Broadway,34702065,Kelly,,District 5,36.18274,-86.77083,Entire home/apt,199,2,185,2019-11-07,4.27,2,328
11318225,Germantown Colonial Home with Patio and Gated Garden,53670844,Catherine,,District 19,36.17973,-86.79251,Entire home/apt,615,2,4,2017-08-22,0.11,2,77
11320018,Huge family-friendly home near 12 S,15056566,Mary,,District 25,36.0951,-86.79061,Entire home/apt,300,2,12,2019-11-10,0.28,1,22
11326012,"3BR, Kitchen, Close to Vandy",43356462,Tim,,District 21,36.14482,-86.81338,Entire home/apt,245,1,224,2019-11-10,5.32,2,24
11335673,Colorful & Cozy 3bd Cottage,59325295,Kishan,,District 7,36.19404,-86.73648,Entire home/apt,225,1,312,2019-11-11,7.09,2,216
11336505,The Peachtree House,15586733,Neal,,District 16,36.12135,-86.74802,Entire home/apt,139,2,127,2019-11-11,2.91,13,162
11358238,Nashville’s Ultimate Getaway! Hot Tub! 3mi to DT,59497343,Jason,,District 5,36.18662,-86.76415,Entire home/apt,825,2,93,2019-11-03,2.15,3,209
11360569,Large Apartment in the heart of Hip Donelson,53067349,Debbie & Carlos,,District 15,36.18245,-86.67308,Entire home/apt,99,2,126,2019-11-10,2.88,1,254
11375711,"Minutes to Downtown, Huge Outdoor Deck & HOT TUB!",319913,Reservations,,District 6,36.18486,-86.74032,Entire home/apt,662,3,33,2019-09-01,0.76,44,336
11387629,Private★Modern★Cozy★ Eastside loft~8 min Downtown!,1445093,Andrew & Rachel,,District 5,36.18471,-86.76904,Entire home/apt,140,1,367,2019-11-18,8.48,7,0
11387993,Hillsboro Village Charmer,53732531,Abby,,District 18,36.12908,-86.80833,Entire home/apt,276,2,15,2019-11-04,0.37,1,310
11398609,East Nashville Beauty,48525240,Cara,,District 7,36.19529,-86.71165,Entire home/apt,154,1,79,2019-11-02,1.76,5,152
11399184,Charming East Nashville Apartment,48525240,Cara,,District 7,36.19715,-86.71233,Entire home/apt,74,1,161,2019-11-03,3.62,5,137
11408992,1925 Craftsman in E. Nashville (1 month min stay),1539109,Mary,,District 5,36.18492,-86.77025,Entire home/apt,95,28,7,2019-10-20,0.16,2,334
11420311,Colorful Room in a Characterful Home Close to 12th South,53760626,Scott,,District 17,36.13351,-86.78706,Private room,65,1,248,2019-11-16,6.76,1,152
11438990,*FREE NIGHT STAY* HUGE NEW HOME with ROOF DECK. 4,25162776,Frances,,District 5,36.19844,-86.76512,Entire home/apt,350,2,51,2019-11-10,1.23,10,275
11442399,Log Home on 24 acres w/Skyline view,31159071,Cory,,District 3,36.25841,-86.8102,Entire home/apt,199,2,140,2019-11-11,3.25,2,321
11443793,Pink House East Nashville,33785682,Tracy & Eric,,District 6,36.18795,-86.73591,Entire home/apt,110,2,163,2019-11-03,3.64,1,0
11453055,Heart of Nashville,7894194,Kate & Chance,,District 21,36.1496,-86.8045,Entire home/apt,105,1,348,2019-11-08,7.73,16,316
11458058,Charming Midcentury Home in South Nashville,20643792,Ryan & Kara,,District 16,36.10641,-86.73762,Entire home/apt,110,2,171,2019-11-17,4.09,1,74
11465403,The Executive House - NEW Downtown!,22933775,Lauren & Robert,,District 21,36.15151,-86.80296,Entire home/apt,639,2,18,2019-09-17,0.42,14,288
11472713,Nashville's Premier Luxury Downtown Craftsman Home,23029785,Bryant,,District 19,36.14951,-86.78816,Entire home/apt,499,3,40,2019-06-03,0.90,1,1
11496650,Dreamy New Modern Master Suite,35672553,Jared + Jenna,,District 5,36.19449,-86.76535,Private room,89,2,98,2019-06-11,2.23,1,137
11511253,"2 Bedroom • Near Downtown, Vanderbilt, & Belmont!!",6855810,UrbanNashville,,District 18,36.13341,-86.80481,Entire home/apt,90,2,112,2019-11-03,2.51,26,168
11512260,3of3-3 bd Lux homes each holds 10,23314330,Sara,,District 8,36.21671,-86.73083,Entire home/apt,299,2,99,2019-10-26,2.21,6,344
11523920,"Private Master bedroom w/ Bath, GREAT LOCATION",60759222,Ty,,District 18,36.13224,-86.80274,Private room,85,1,310,2019-11-06,6.86,2,67
11547770,Music City Spectacular,46462293,Susan,,District 13,36.14607,-86.63749,Entire home/apt,199,2,99,2019-11-10,2.27,1,327
11562188,Downtown Nashville Riverfront Condo and pool,15892790,Mark,,District 19,36.17501,-86.78069,Entire home/apt,149,1,203,2019-11-04,4.60,4,338
11567257,"1 Bedroom Apt, in Nashville - South",61107438,Cody,,District 27,36.04781,-86.74096,Entire home/apt,80,1,1,2016-03-16,0.02,1,0
11574595,The Music City Oasis,61172147,Kelly,,District 15,36.15591,-86.70628,Entire home/apt,215,1,102,2019-10-13,2.31,1,321
11574614,Step into History in Adorable 1920s Bungalow,61175381,Casey,,District 18,36.12795,-86.81,Entire home/apt,235,2,76,2019-11-10,1.69,1,313
11591050,MODERN Downtown Flat GREAT Location,48775130,Jennie,,District 19,36.16735,-86.78462,Entire home/apt,69,30,6,2018-10-27,0.15,1,143
11593813,2of3-3 bd Lux homes each holds 10,23314330,Sara,,District 8,36.21544,-86.73054,Entire home/apt,299,2,101,2019-11-03,2.26,6,300
11597189,Cozy/Private Award Winning home by Opryland & Opry,61357852,Jennifer,,District 15,36.20927,-86.68845,Entire home/apt,89,2,91,2019-11-13,2.12,1,222
11610349,Explore Broadway Honky Tonks from The Southern House,22933775,Lauren & Robert,,District 21,36.1516,-86.80195,Entire home/apt,639,2,46,2019-09-08,1.10,14,342
11621515,Cozy 1BR/1B close to downtown Nashville!,30548787,Brett & Ellie,,District 16,36.11955,-86.74259,Private room,56,1,357,2019-11-07,7.96,2,28
11646978,East Nashville Historic Victorian!,30994714,Brooks,,District 6,36.17234,-86.75471,Entire home/apt,850,1,0,,,1,0
11651866,Nashville Apt. Near Belmont Vanderbilt Downtown,19116587,April,,District 18,36.12559,-86.80504,Entire home/apt,99,1,168,2019-11-14,3.74,4,339
11653044,Nashville Home Near Belmont Vanderbilt Downtown,19116587,April,,District 18,36.12585,-86.80459,Entire home/apt,150,2,184,2019-11-17,4.13,4,320
11658572,1of3-3 bd lux homes each holds 10,23314330,Sara,,District 7,36.21487,-86.72982,Entire home/apt,199,2,82,2019-11-03,1.92,6,332
11671060,The West End House - New Downtown!,22933775,Lauren & Robert,,District 21,36.15171,-86.80394,Entire home/apt,639,2,22,2019-09-26,0.52,14,332
11671431,The City House - NEW DT in Midtown!,22933775,Lauren & Robert,,District 21,36.15114,-86.80432,Entire home/apt,639,2,14,2019-11-04,0.35,14,321
11671760,3 Kings & 3 Queens! NEW DT Midtown!,22933775,Lauren & Robert,,District 18,36.14903,-86.8036,Entire home/apt,639,2,27,2019-10-13,0.85,14,329
11671977,The Vanderbilt House - NEW Midtown!,22933775,Lauren & Robert,,District 21,36.1514,-86.8028,Entire home/apt,639,2,19,2019-07-28,0.51,14,0
11671995,"Sunset View Cottage, Nashville TN.",47346271,Jason,,District 15,36.19887,-86.67699,Entire home/apt,179,2,87,2019-11-11,1.97,3,352
11672549,"Modern home-historic East Nash hot tub, pool table",61975998,Steve,,District 6,36.17339,-86.75128,Entire home/apt,360,2,146,2019-11-11,3.34,2,239
11672613,"Private room East Nashville - hot tub, pool table",61975998,Steve,,District 6,36.17338,-86.75144,Private room,79,1,27,2019-10-28,1.38,2,210
11680555,Gorgeous Home with Landscaped Patio,12217601,Keny And Jordan,,District 13,36.12946,-86.63776,Entire home/apt,149,2,98,2019-10-20,2.29,1,267
11680808,Brand New East Nashville Home,62049211,Chris,,District 5,36.19335,-86.75771,Entire home/apt,295,2,40,2019-09-02,0.89,1,5
11699118,Chic 2 MBR townhouse in 12th S.!,40803056,Edie,,District 18,36.12396,-86.79123,Entire home/apt,209,2,141,2019-11-03,3.18,5,348
11708991,Private Room & Bath in Lovely West Nashville Condo,62014027,Rachel,,District 24,36.14902,-86.84492,Private room,74,2,60,2019-11-10,1.37,1,83
11715463,EVERYTHING'S COMING UP ROSEMARY: close to downtown,5266873,Andi,,District 17,36.12799,-86.7484,Entire home/apt,95,1,107,2019-11-11,2.74,1,2
11718982,East Nashville Escape - Private Rm,38709074,Don & Janet,,District 6,36.18995,-86.73755,Private room,87,1,53,2019-11-11,1.20,1,124
11719115,SPACIOUS 2 BEDROOM AT WYNDHAM NASHVILLE ★ POOLS,31870579,Kathy,,District 15,36.21943,-86.70536,Entire home/apt,269,2,22,2019-03-31,0.50,13,346
11719122,WYNDHAM NASHVILLE | 2BR | GROUPS | MUSIC | FUN,31870579,Kathy,,District 15,36.21964,-86.70476,Entire home/apt,269,2,43,2019-06-09,1.00,13,346
11719128,HOLIDAYS open ★SPACIOUS★OPRY★ MUSIC★FUN,31870579,Kathy,,District 15,36.21935,-86.70465,Entire home/apt,269,2,62,2019-10-20,1.43,13,360
11720960,Hampton Getaway,19811110,Kay,,District 25,36.11753,-86.82,Entire home/apt,165,2,82,2019-06-09,1.83,5,323
11730583,5 Min to Downtown! 3b/3ba Home in Walkable E. Nash,18167773,Emily,,District 6,36.17171,-86.73884,Entire home/apt,149,2,100,2019-11-03,2.24,3,323
11758426,Nice Remodel! Close to Downtown!(A),51096341,Brandi,,District 16,36.11766,-86.74268,Entire home/apt,99,1,229,2019-11-11,5.12,2,341
11786449,"Walk to bus,shopping,20min. to DT",62767530,Hanna,,District 29,36.08142,-86.64262,Private room,220,1,0,,,1,365
11789750,Sleek and Modern Home in Downtown Nashville!,52439653,Amanda,,District 17,36.14713,-86.7653,Entire home/apt,139,1,39,2019-10-15,0.96,42,343
11792169,"Renovated 3BR/2BA, 6 Beds, Porch Bar & Hot Tub!",21736973,CousinsBNB,,District 13,36.14777,-86.62828,Entire home/apt,250,1,114,2019-11-17,2.66,26,250
11815511,Awesome Guesthouse in 12South! • Mins to Downtown!,6855810,UrbanNashville,,District 18,36.12685,-86.79024,Entire home/apt,145,2,189,2019-11-06,4.28,26,158
11819595,Music City right next door!,62952401,Justin,,District 27,36.04876,-86.72434,Entire home/apt,117,1,4,2017-01-01,0.09,1,0
11820786,Wyndham Nashville- 1 bdrm- condo shuttle service,30787515,Brooke,,District 15,36.21935,-86.7052,Entire home/apt,135,2,11,2018-05-04,0.26,6,80
11825868,2BR 2BA Close to Downtown/Airport/Opryland Hotel,62994526,Liz & Kevin,,District 15,36.16586,-86.68264,Entire home/apt,83,3,238,2019-11-08,5.39,1,102
11826982,Private Bedroom in Awesome House,44517648,Harry,,District 24,36.15099,-86.82767,Private room,59,1,233,2019-11-11,5.30,1,329
11827330,East Nashville Gem - Feel at Home !,63006343,Matt & Deb,,District 6,36.17915,-86.74024,Entire home/apt,295,2,12,2019-09-17,0.28,1,339
11892326,Hampton Home Place,19811110,Kay,,District 25,36.11752,-86.82077,Private room,125,2,27,2019-05-11,0.61,5,354
11910148,The Corner Perch  • 8South Flat Mins to Downtown!,6855810,UrbanNashville,,District 17,36.12601,-86.77743,Entire home/apt,85,1,115,2019-11-03,2.60,26,173
11921935,Remodeled Condo by Grand Ole Opry,63620181,Keven,,District 8,36.24201,-86.73655,Entire home/apt,114,2,118,2019-11-03,2.68,1,39
11928110,Welcoming and Cute Home Close to Everything!,20379324,Shawna & Jonathan,,District 26,36.07447,-86.74944,Private room,68,1,171,2019-11-05,3.95,2,181
11944048,Martha Stuart is Jealous of this Bed and Bath,63771256,Caleb,,District 7,36.20045,-86.72546,Private room,50,1,223,2019-11-14,7.85,2,65
11960341,Quiet Neighborhood Getaway 12th South/Belmont,39839064,Erica,,District 18,36.11829,-86.79821,Entire home/apt,175,1,86,2019-10-16,2.01,2,296
11963187,The Big White Home- East Nashville (Pool),6548754,Josh & Louise,,District 6,36.16571,-86.7402,Entire home/apt,880,2,26,2019-10-06,0.62,3,201
11964658,Corner Condo with a Pool • Near Downtown,6855810,UrbanNashville,,District 17,36.12726,-86.77926,Entire home/apt,85,1,147,2019-11-10,3.33,26,171
11969484,Cozy East Nashville Private Room,2326212,Gowri,,District 6,36.19665,-86.70329,Private room,35,1,420,2019-11-07,9.45,2,97
11980280,Cozy Haven in resort-like estate nr Nashville!,64022034,HERricane,,District 8,36.26236,-86.74857,Entire home/apt,95,1,169,2019-10-27,3.86,2,131
11990998,Peachtree Cottage,64102361,Tina,,District 16,36.1196,-86.74147,Entire home/apt,75,1,192,2019-11-17,6.46,1,63
11999310,Rustic Cottage Close to Downtown,9629632,Kelly,,District 6,36.18798,-86.74573,Entire home/apt,99,2,142,2019-11-03,3.24,3,157
12010260,Serene East Nashville Home with a Deck Patio,48525240,Cara,,District 7,36.1975,-86.71158,Entire home/apt,300,1,28,2019-10-20,0.68,5,338
12019060,The Flying Ham Camper Rentals- 16ft green ham,43581860,Morgan And Ashley,,District 15,36.23403,-86.70535,Entire home/apt,170,1,10,2019-03-24,0.23,3,365
12021834,"Nashville, TN - 2 Bedroom Suite, 12th South Ave",63367731,Pam,,District 18,36.12673,-86.79182,Private room,185,2,77,2019-10-27,1.76,1,360
12024181,The Cozy Hideaway Room at Bungalow Potter's,5478418,Stæven,,District 8,36.21506,-86.73424,Private room,48,2,103,2019-11-12,2.33,3,89
12037184,"Modern, Convenient, Cozy, Near Downtown Nashville!",8418708,Tom,,District 13,36.12406,-86.70029,Entire home/apt,150,2,77,2019-11-15,7.13,1,356
12038428,Aquila Properties LLC 3 Q 2 Twins 1 mile to d’town,44039875,Davina And Andrew,,District 19,36.17089,-86.79539,Entire home/apt,300,2,97,2019-11-03,2.24,6,169
12052354,Music City's Private Bungalow!,2062685,Stacy,,District 5,36.19189,-86.7667,Entire home/apt,289,3,86,2019-10-21,1.99,2,40
12054578,Celebrate the holidays in Nashville!!,64561141,Dawn,,District 5,36.18955,-86.75031,Entire home/apt,98,3,29,2019-11-17,4.53,1,230
12067064,"NEW, Hip Nashville House-CLOSE TO DOWNTOWN!!!!!",64651952,Katie And Trey,,District 24,36.14362,-86.82273,Entire home/apt,195,2,125,2019-11-01,2.92,3,328
12072076,South Nashville Sanctuary,43495203,Carter,,District 4,36.03375,-86.73682,Entire home/apt,85,2,141,2019-10-13,3.27,1,56
12082566,THE Midtown spot for vacation and business travel,28834799,Greg,,District 24,36.13773,-86.82713,Private room,99,1,85,2019-11-12,1.95,1,171
12085108,NASHVILLE RESORT ★ 1.2 Miles to Grand Ole Opry 1BR,63118611,Joseph,,District 15,36.22046,-86.70469,Private room,99,2,67,2019-10-30,1.54,10,312
12091315,City House in the Gulch,4186640,Buck,,District 19,36.14977,-86.78807,Entire home/apt,628,2,133,2019-11-10,3.21,1,322
12103278,Cleveland Carriage House,4210837,Jaclyn,,District 5,36.19003,-86.77117,Entire home/apt,189,1,44,2019-10-27,1.71,1,178
12105639,The Urban Farm House w/ Pool- 5 min to downtown,6548754,Josh & Louise,,District 6,36.16756,-86.74158,Entire home/apt,350,2,21,2019-11-03,0.50,3,232
12114278,"Music City Living! Walk to Live Music, Bars!",8737002,Kenneth,,District 19,36.15001,-86.79624,Entire home/apt,229,1,76,2019-11-18,1.73,4,354
12147837,"Beautiful, Clean Bungalow -5 min walk to
5 Points",65222789,Ashlee,,District 6,36.168,-86.75085,Private room,64,1,61,2019-10-29,2.23,2,179
12168493,East Bachville Pad-Bachelor and Bachelorette Dream,35290652,Scott,,District 5,36.19196,-86.76888,Entire home/apt,225,3,124,2019-11-04,3.03,2,226
12171163,PRIVATE Master Suite @ Casa Pura Vida,48083937,Cheryl,,District 5,36.20192,-86.74223,Private room,85,1,127,2019-09-12,3.00,2,0
12172398,Trendy East Nashville Home Close to Cumberland River,16990783,Dan,,District 7,36.21396,-86.70837,Entire home/apt,160,2,89,2019-11-10,2.08,3,11
12212145,MUSIC CITY RETREAT minutes away from Broadway!,65683912,Music City,,District 27,36.06692,-86.72992,Entire home/apt,379,2,42,2019-09-22,0.97,1,343
12222392,Nashville Home,63493720,Shalita,,District 1,36.21946,-86.85565,Entire home/apt,180,2,3,2016-07-08,0.07,1,171
12230316,"Screened Porch, Shuffleboard 10 mins to Dwntwn!",15586733,Neal,,District 16,36.11885,-86.74338,Entire home/apt,340,2,107,2019-11-17,2.43,13,165
12242919,West Nashville Condo with Pool,9151087,Greg & Katie,,District 20,36.158,-86.88789,Entire home/apt,89,30,8,2019-09-16,0.20,1,333
12249257,East Nash Cottage: 5 Points/NissanStadium/Downtown,37497492,Keri,,District 6,36.16501,-86.74791,Entire home/apt,175,2,24,2019-08-25,0.55,1,0
12260896,Fantastic Cape Cod Cottage! 9min to Downtown!,39134282,Ben,,District 16,36.11951,-86.74521,Entire home/apt,250,3,5,2019-07-08,0.37,1,4
12261877,East Nashville Stuido! 25% Longterm stay Discount!,31177864,Amanda,,District 5,36.19436,-86.7658,Entire home/apt,69,30,23,2019-10-17,0.55,1,317
12262898,"Deacon's Upstairs from ""Nashville""!",66040498,Paul,,District 6,36.17134,-86.75898,Entire home/apt,149,3,178,2019-11-17,4.14,1,308
12263701,New Modern Luxury in 12 South,6996624,Peter,,District 17,36.12801,-86.78841,Entire home/apt,557,3,55,2019-10-26,1.27,2,240
12268092,Comfy 3bd/2bath just minutes from downtown,13523357,Kris,,District 2,36.21001,-86.7863,Entire home/apt,150,2,63,2019-10-20,1.47,1,0
12276038,*FREE NIGHT - HUGE NEW HOME w/Rooftop&Pool Table 6,25162776,Frances,,District 5,36.19626,-86.76536,Entire home/apt,350,2,36,2019-07-22,0.87,10,317
12282506,West End (Midtown) Nashville (1 mi from Vandy),2603785,Darla,,District 21,36.13938,-86.8205,Private room,70,2,1,2017-01-02,0.03,1,0
12290772,Mod E. Nashville Five Points Studio,66241575,Margaret,,District 6,36.17272,-86.75585,Entire home/apt,175,3,120,2019-11-13,2.81,1,25
12291935,Renovated Bungalow with Skyline Views Right on the River,66250563,Kristin,,District 2,36.194,-86.827,Entire home/apt,350,2,65,2019-11-10,1.60,1,284
12292676,Charming Nordic Getaway,57162143,Heidi,,District 30,36.07207,-86.72302,Entire home/apt,122,2,36,2019-11-03,0.84,1,40
12294564,"BEAUTIFUL HUGE NEW HOME - ROOF DECK, POOL TABLE. 5",25162776,Frances,,District 5,36.19715,-86.76535,Entire home/apt,350,2,28,2019-10-20,0.72,10,295
12306587,Light-Soaked Downtown Cottage Minutes to Broadway,51678502,Dawn,,District 19,36.17034,-86.79355,Entire home/apt,289,2,138,2019-11-10,3.27,1,146
12309748,Room to rent by airport.,66382498,David,,District 13,36.13864,-86.633,Private room,35,1,0,,,1,0
12310554,"Beautiful, Eclectic & Walkable",66390001,Megan,,District 18,36.13601,-86.80282,Entire home/apt,99,1,311,2019-11-03,7.11,1,301
12310604,Modern Home in the Music City - Great Location,48200140,Sara,,District 19,36.18616,-86.79271,Entire home/apt,199,2,12,2019-10-28,0.28,1,267
12319495,#2 Home Sweet Home! 15min to Dwntwn,16224774,Laura,,District 13,36.14113,-86.63021,Private room,36,31,62,2019-01-08,1.42,4,0
12325312,Downtown SPACIOUS Condo,16757265,Rachel,,District 19,36.17091,-86.78298,Entire home/apt,250,1,5,2016-07-06,0.11,1,0
12326550,Dreamy Private Studio Retreat - modern & spotless,66515338,Mary,,District 8,36.2325,-86.72957,Entire home/apt,99,1,324,2019-11-16,7.87,1,343
12345759,"Cozy bedroom, close to everything",65976424,Courtney,,District 20,36.15764,-86.84022,Private room,75,3,1,2016-06-13,0.02,2,0
12345794,Nashvilla on the Lake,63548165,Todd & Jill,,District 29,36.10557,-86.60044,Entire home/apt,65,2,81,2019-11-18,4.36,1,78
12346312,"Master bedroom, close to everything",65976424,Courtney,,District 20,36.15755,-86.84204,Private room,85,3,1,2016-06-13,0.02,2,0
12346505,House at MUSIC ROW - NEW BUILD!,16404561,Raj,,District 19,36.14831,-86.79015,Entire home/apt,599,3,74,2019-11-11,1.71,2,331
12347281,KAD's East Nashville Pad,66676800,Beverly,,District 6,36.18318,-86.72214,Entire home/apt,105,1,209,2019-11-16,4.80,1,79
12355786,Enchanting Farmhouse Retreat with a Covered Patio,66669083,Michael,,District 1,36.21094,-86.9221,Entire home/apt,200,2,81,2019-11-11,1.96,1,238
12364943,Heart of Downtown Nashville/Walk to Broadway/Bars!,49996257,Kimberly,,District 19,36.17407,-86.78132,Entire home/apt,238,3,157,2019-11-05,3.63,4,318
12381176,Heart of East Nashville & 5 Points,66918795,Mandi,,District 6,36.17611,-86.75178,Entire home/apt,80,1,85,2019-10-24,2.03,3,48
12384561,5 Points Bungalow,61651494,Lesley,,District 6,36.17241,-86.74645,Entire home/apt,245,3,142,2019-11-04,3.32,3,338
12389913,Private Wing of Lovely Home Minutes from Downtown!,25234599,Shelly,,District 25,36.10813,-86.77591,Private room,89,3,40,2018-08-27,0.91,1,0
12405348,Quiet East Nashville Cottage,8017229,Landon,,District 6,36.17659,-86.74678,Entire home/apt,85,1,511,2019-11-14,11.85,1,121
12405683,Private Room with street view and gym.,53602220,Vanessa,,District 13,36.14911,-86.63441,Private room,100,30,34,2019-11-04,0.78,2,346
12406328,Modern downtown townhome w/ parking,50654034,Amanda,,District 19,36.16945,-86.79187,Entire home/apt,227,2,2,2016-06-13,0.05,1,0
12410928,"The Stella James - Vanderbilt, Belmont, 12 South",61710598,Jesse,,District 17,36.14492,-86.78685,Entire home/apt,133,1,296,2019-11-08,7.06,1,160
12417412,Cottage in Tall Trees of West Nashville,32084893,Gwen,,District 23,36.13259,-86.88655,Entire home/apt,89,2,44,2019-11-11,1.61,1,93
12424263,Charming Eastside 2BR Apartment,4123788,Ryan & Amy,,District 8,36.22796,-86.72708,Entire home/apt,110,1,108,2019-10-27,2.58,2,160
12425370,Peaceful room w/private bath in East Nashville,4123788,Ryan & Amy,,District 8,36.22663,-86.7277,Private room,60,2,155,2019-11-14,3.58,2,82
12451484,Nashville Historic Music Row/Edgehill/Gulch Home,58223651,Andy,,District 19,36.14853,-86.78984,Entire home/apt,295,1,86,2019-11-03,2.14,1,342
12472505,Persist: Country & Art - A Cottage @Heniscity Farm,67506738,Cynthia,,District 35,36.11804,-86.99193,Entire home/apt,85,2,50,2018-09-30,1.37,1,0
12484381,Music Lovers Retreat - 3 Bdrm House,67583614,Jane And Ed,,District 22,36.08128,-86.93781,Private room,169,3,2,2016-11-14,0.05,1,77
12505554,Beautiful home in park like setting,21335817,Kelly,,District 22,36.08946,-86.94934,Entire home/apt,225,2,56,2019-11-10,1.31,1,160
12531685,Comfy Get Away for Friends,67882337,Lady,,District 12,36.19586,-86.59131,Private room,50,1,1,2019-01-02,0.09,1,36
12567926,In the heart of downtown Nashville,68134366,Kerletha,,District 19,36.16181,-86.77865,Entire home/apt,275,1,2,2016-05-08,0.05,2,365
12569044,Private Upstairs 3 Rm Apartment on River,27167025,Nancy,,District 35,36.05648,-86.93466,Entire home/apt,88,1,130,2019-11-11,3.05,1,72
12570131,Brentwood Private Duplex Side A,42834060,Lindsey,,District 4,36.03871,-86.77334,Entire home/apt,90,30,15,2019-07-17,0.35,2,268
12583954,The Moss Rose River Cottage,68251217,Alison,,District 7,36.212,-86.70384,Entire home/apt,199,3,121,2019-11-11,2.94,1,345
12587865,Spacious Modern Farmhouse- Perfect for groups!,60525553,Brittany,,District 23,36.11597,-86.89597,Entire home/apt,425,3,43,2019-11-17,1.03,1,317
12588696,Nashville Easy LIVIN,37279082,Matthew,,District 6,36.17937,-86.74687,Entire home/apt,155,1,42,2019-11-18,1.34,1,311
12601981,East Nashville Gem,16420755,Leah,,District 6,36.18522,-86.72044,Entire home/apt,199,2,58,2019-10-14,1.36,1,337
12604546,Spacious/Comfy/Close to Everything!,68399601,Alan,,District 19,36.17202,-86.79323,Entire home/apt,341,2,109,2019-11-10,2.59,2,213
12628321,New home minutes to downtown and Nissan Stadium!,19172754,Christian,,District 5,36.18931,-86.77099,Entire home/apt,300,3,15,2019-10-08,0.36,1,0
12631580,Cozy living in East Nashville,31254277,Christopher,,District 5,36.20477,-86.75639,Private room,60,1,0,,,1,0
12678946,Beautiful & New Nashville Home,68316823,Katey,,District 19,36.18016,-86.80023,Entire home/apt,425,2,21,2019-04-28,0.54,2,0
12684891,Beautiful & New Nashville home,68316823,Katey,,District 21,36.17838,-86.80099,Private room,179,1,4,2017-10-08,0.10,2,0
12698484,"2 BR townhouse, 1.5 miles from downtown",18017285,Josh,,District 17,36.14221,-86.75948,Entire home/apt,200,3,66,2019-09-23,1.59,1,0
12704075,Large New Home Close to Downtown!,69057434,Jess,,District 24,36.14396,-86.8436,Entire home/apt,450,1,0,,,1,0
12705971,East Nashville - The Heart of 5 Points,69068164,David,,District 6,36.17932,-86.74464,Entire home/apt,150,1,209,2019-11-11,4.91,1,268
12706803,"East Nashville - ""The Mod Cottage""",14229625,Eryn,,District 5,36.19267,-86.77012,Entire home/apt,99,1,97,2019-10-28,2.34,2,176
12710555,Bright & Central 2 BR/2 Bath Townhome with Garage,8478836,Helena,,District 15,36.16384,-86.70465,Entire home/apt,139,90,22,2017-04-22,0.51,4,365
12710949,"Deluxe 2-Bedroom, 1-Bath Apartment-A",59394057,Van,,District 21,36.17115,-86.81567,Entire home/apt,150,3,68,2019-10-27,1.57,2,88
12712683,Lockeland Loft,69115035,Joan,,District 6,36.18202,-86.74057,Entire home/apt,89,1,121,2019-11-16,3.02,1,145
12716356,"Sleeps 6: Downtown, Great River Views! Peaceful.",69141260,Tommy,,District 19,36.17451,-86.78186,Entire home/apt,220,1,85,2019-11-11,2.00,3,340
12731349,"Historic East Nash Retreat, 6 mins 2 Downtown/Bway",10734404,Sherein,,District 5,36.18963,-86.76779,Entire home/apt,100,1,187,2019-10-23,4.36,3,0
12740523,Most Charming Guest House,69292888,Josh And Katie,,District 4,36.04806,-86.75773,Entire home/apt,76,30,15,2019-10-15,0.36,1,314
12754162,Vessie's East Nashville Cozy Get-A-Way,66112586,Vessie,,District 6,36.17116,-86.7377,Entire home/apt,135,2,131,2019-11-17,3.18,1,352
12763495,Huge Home For Groups Near Downtown,69338665,Alphonso,,District 17,36.13823,-86.77425,Entire home/apt,490,3,48,2019-05-19,1.16,11,224
12792746,Great View! New House! Hot Area! 3 BD/ 3 BA,30656152,Rosalyn,,District 20,36.15971,-86.84334,Entire home/apt,250,3,4,2019-05-27,0.32,1,358
12794699,Spacious/Comfy/Close to Everything!,68399601,Alan,,District 19,36.17013,-86.79348,Private room,109,1,39,2019-05-29,0.92,2,120
12803323,"N2N Suite WALK 2 Downtown/Broadway Gulch, Midtown",45624097,Tonya,,District 19,36.14957,-86.78894,Entire home/apt,199,1,77,2019-11-15,3.01,6,330
12806991,Amazing location -Close to Nashville & the Airport,26823237,Karen & Paul,,District 13,36.13473,-86.64061,Private room,50,30,7,2019-10-27,1.69,2,365
12810878,"Garden Apartment--covered carport, no steps",53065200,Nan,,District 23,36.08709,-86.88313,Entire home/apt,89,1,262,2019-11-13,6.12,1,157
12823238,"Lovely, large Eastwood East Nashville bungalow",69957483,Kyle & Lindsey,,District 6,36.18674,-86.74215,Entire home/apt,180,2,126,2019-11-03,3.11,1,169
12835090,"New 4 bed/bath downtown house, 3 mi to Broadway",70064324,Andy,,District 18,36.13098,-86.81278,Entire home/apt,299,4,10,2017-07-04,0.24,1,0
